leagueId,queueType,tier,rank,puuid,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
2dc85b89-ca6c-4ea6-81a4-ccb7f8dbe214,RANKED_SOLO_5x5,PLATINUM,II,eKUW_QXYScR_8UrKmeqgQEJXrQ62qneIY2QMi-gbC6UKefN02_79kBNZfV7it375y8aLrIVTqiELVw,14,6,10,False,False,False,False
69a782c2-c3f8-4b16-bb36-680e7f909f9e,RANKED_SOLO_5x5,PLATINUM,II,94b0umOUspzFCqJSis3SA3opkVUyRswOoT6tSSiwVlHoRC7yrw_JHnH9mTyoOLERSgK2pGEZj_U9iQ,87,21,25,False,False,False,False
64ffb4e0-657e-4f4b-a925-6808b090f8e6,RANKED_SOLO_5x5,PLATINUM,II,ldnnRU4IR9PCqcSwabT0lkatOwQ0s8D_4PyQfhfPHDt8jnzf5J2d0ufg4RAG6fxxkc-1cKoMLZyOIg,16,123,94,False,False,False,False
77ef902b-c207-455b-9968-6e2376082ade,RANKED_SOLO_5x5,PLATINUM,II,LqJSaH3k24qUGFyHNBYek8jl1g9jhqMRzPrKSeLamZaamE5rrmZ_SXmZy0exr8NAxiYaV4iUUP_w0w,91,51,67,False,False,False,False
1cc35aad-982b-4e3e-ab97-43a264e62eb8,RANKED_SOLO_5x5,PLATINUM,II,QZph45_ElHRggSaBUM3KXd1i4s_M_eeW-urHR1uEroLRFKYaa7gq4ioKN2PxpmWGjB6SWLbl6uortQ,76,35,30,False,False,False,False
de552b38-8f2b-47a1-83e8-b9af4c055dda,RANKED_SOLO_5x5,PLATINUM,II,Yoqe9wl9j_M-FUAzh75YVIGUmMdnT4eWqoQJ51orR8mLdN8wO6GGDg4edwGLl5QnzpcJpfOAhXgk-Q,95,39,46,False,False,False,False
2f0a2297-3939-418a-8203-9fffad349efa,RANKED_SOLO_5x5,PLATINUM,II,78CvoGRD0zDMCL-U7up11NkLJuORqstk6SfOvVsTutmONztsjL2fIClaQwKnBxBcNU6uOoNV51eQ3g,54,167,159,False,False,False,False
71657b39-29c7-4c3b-990e-be4990bb821a,RANKED_SOLO_5x5,PLATINUM,II,GTv-GS-qn_gSLqQYrQjc-RQwxKFHwsuducZuQTYBPa_VMSoGa5WYbODlse9hLCOjgvjkWiSwpsIgZA,57,19,11,False,False,False,False
e7a2f8df-cd45-4347-a7a8-873708ceb25e,RANKED_SOLO_5x5,PLATINUM,II,ZYZ9k1Z8hjcjvCQx3UEzROqTy2Mwcz7F1bLpD4l8zOVxQyUZgns8J2_ZsWAxBOYGLkc5Nb3OIaZeWw,90,208,163,False,False,False,False
0a370626-65c9-4f8a-9bf2-a7b45baa8049,RANKED_SOLO_5x5,PLATINUM,II,mR7FzObbY17H0MEW56dliqn2idutlNmrBYVX1X1JUO5NOUUAAxeyiyzwf_ySkIout0mkn1WC1WArdA,12,124,121,False,False,False,False
dbe67c5f-f107-43dc-906e-0f97cf6a15d2,RANKED_SOLO_5x5,PLATINUM,II,ZNHQFlPFKrN_j1q5OwCfUOyyPLIbBtq20pmgLNJodmq6s-dJ78W341_YxzHS0Ak7GwdIGuh6FiyBLw,39,144,132,False,False,False,False
eb1ad73a-314d-4c53-a735-cf1b7e28f402,RANKED_SOLO_5x5,PLATINUM,II,XfWZCVDFgHoRDGoFTgabZXlp9o6MZzIaVwK_uvKbB1FK3-Opr22vytL-3EJ-V_xFNefv36MfzC64tQ,39,24,19,False,False,False,False
